injury_body_part,rotoworld_id,full_name,news_updated,number,active,birth_country,practice_participation,depth_chart_position,practice_description,team,birth_state,player_id,status,pandascore_id,depth_chart_order,college,yahoo_id,injury_start_date,oddsjam_id,fantasy_data_id,opta_id,swish_id,height,team_abbr,espn_id,hashtag,birth_city,rotowire_id,sport,competitions,high_school,fantasy_positions,last_name,gsis_id,injury_status,search_rank,search_full_name,team_changed_at,weight,search_first_name,sportradar_id,search_last_name,position,years_exp,age,birth_date,first_name,stats_id,injury_notes,metadata.channel_id,metadata.rookie_year,metadata.years_exp_shift,metadata,metadata.source_id,metadata.override_active,metadata.injury_override_regular_2020_5,metadata.injury_override_regular_2024_6,metadata.name,metadata.injury_override_regular_2024_11,metadata.injury_override_regular_2024_3,metadata.injury_override_regular_2020_1,metadata.injury_override_regular_2021_3,metadata.injury_override_off_2021_0,metadata.injury_override_off_2025_0,metadata.injury_override_off_2025_1,metadata.injury_override_regular_2024_7,metadata.injury_override_regular_2024_10,metadata.injury_override_regular_2024_14,metadata.injury_override_regular_2024_12,metadata.injury_override_regular_2024_15,metadata.injury_override_regular_2020_8,metadata.injury_override_regular_2022_1,metadata.injury_override_regular_2021_1,metadata.injury_override_regular_2020_10,metadata.injury_override_post_2024_3,metadata.injury_override_regular_2024_9,metadata.injury_override_regular_2024_4,metadata.injury_override_regular_2021_4,metadata.injury_override_regular_2024_8,metadata.injury_override_regular_2024_17,metadata.injury_override_regular_2024_13
,,Bryce Baringer,1682804425308.0,17.0,True,,,P,,NE,,11007,Active,,,Michigan State,,,B2E0C0662B15,,,1057518.0,74,,,#brycebaringer-NFL-NE-17,,17095.0,nfl,[],Notre Dame Preparatory (MI),['P'],Baringer,,,9999999.0,brycebaringer,,215,bryce,2b18e3fd-9765-4644-9fc8-2f316ceda6d5,baringer,P,2.0,26.0,1999-04-26,Bryce,,,1113708790361911296,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Isaiah Davis,1736451939822.0,32.0,True,,,RB,,NYJ,,11571,Active,,3.0,South Dakota State,,,D6F26D313E49,,,1271609.0,73,,,#isaiahdavis-NFL-NYJ-32,,17057.0,nfl,[],Joplin (MO),['RB'],Davis,,,417.0,isaiahdavis,,220,isaiah,849789be-b8f0-4d97-a777-2fcf336efa6a,davis,RB,1.0,23.0,2002-02-21,Isaiah,,,1113708744098738176,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,J.D. Walton,,66.0,False,,,,,,,562,Inactive,,,Baylor,24055.0,,,11200.0,,,"6'3""",,16694.0,#jdwalton-NFL-FA-66,,6564.0,nfl,[],Allen (TX),['OL'],Walton,,,9999999.0,jdwalton,,305,jd,2ba94880-d59e-4efb-8de9-abb432286614,walton,C,10.0,33.0,1987-03-24,J.D.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Jaylen Waddle,1748455216684.0,17.0,True,,,LWR,,MIA,,7526,Active,,2.0,Alabama,,,100F669A3109,,,1125749.0,70,,,#jaylenwaddle-NFL-MIA-17,,15404.0,nfl,[],Episcopal (TX),['WR'],Waddle,,,60.0,jaylenwaddle,,185,jaylen,0ff9a975-669d-4851-a95d-ab28d9fc29c4,waddle,WR,4.0,26.0,1998-11-25,Jaylen,,,1113708735299088384,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3139.0,Cedric Benson,,32.0,False,,,,,,,6738,Inactive,,,Texas,,,,1351.0,,,"5'11""",,,#cedricbenson-NFL-FA-32,,,nfl,[],,['RB'],Benson,,,9999999.0,cedricbenson,,227,cedric,,benson,RB,0.0,37.0,1982-12-28,Cedric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Duplicate Player,,,False,,,,,,,4510,,,,,,,,,,,,,,#duplicateplayer-NFL-FA,,,nfl,[],,,Player,,,,duplicateplayer,,,duplicate,,player,,,,,Duplicate,,,,,,,,,,,Najee Harris,,,,,,,,,,,,,,,,,,,,,,,
,,Antonio Allen,,39.0,False,,,,,,,1286,Inactive,,,South Carolina,25952.0,,,14737.0,,,"6'1""",,15061.0,#antonioallen-NFL-FA-39,,8302.0,nfl,[],,['DB'],Allen,,,9999999.0,antonioallen,,202,antonio,d2edaf8f-9f00-4dba-adab-9399c7185614,allen,FS,5.0,30.0,1988-09-23,Antonio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9954.0,Zach Orr,,54.0,False,,,,,,,1877,Inactive,,,North Texas,27986.0,,,16095.0,,,"6'0""",,17300.0,#zachorr-NFL-FA-54,,9951.0,nfl,[],DeSoto (TX),['LB'],Orr,,,9999999.0,zachorr,,237,zach,6f0e4650-0eb0-488c-8994-e6456c6f2a23,orr,LB,6.0,28.0,1992-06-09,Zach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Gerad Lichtenhan,,78.0,True,,,OL,,BAL,,13023,Active,,,Oregon State,,,CC389118E871884B,,,,80,,,#geradlichtenhan-NFL-BAL-78,,,nfl,[],Davis Senior (CA),['OT'],Lichtenhan,,,9999999.0,geradlichtenhan,,315,gerad,c9b192a0-254e-11f0-bbb1-dfff98110c96,lichtenhan,OT,0.0,23.0,2001-12-03,Gerad,,,1223089412041080832,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Player Invalid,,,False,,,,,,,8425,Inactive,,,,,,,,,,,,,#playerinvalid-NFL-FA,,,nfl,[],,['RB'],Invalid,,,,playerinvalid,,,player,,invalid,RB,0.0,,,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,13094.0,Derrius Guice,1648480213623.0,0.0,True,,,,,,,4949,Active,,,LSU,31029.0,,,19797.0,,,71,,3843750.0,#derriusguice-NFL-FA-0,,12620.0,nfl,[],Catholic (LA),['RB'],Guice,00-0034358,,1286.0,derriusguice,,225,derrius,1c42cbe4-115b-4f28-ac50-e9bc977371b2,guice,RB,4.0,24.0,1997-06-21,Derrius,865565.0,,1116853044781252608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9285.0,Sean McDermott,,0.0,False,,,,,,,3103,Inactive,,,,,,,17854.0,,,,,,#seanmcdermott-NFL-FA-0,,,nfl,[],,,McDermott,,,9999999.0,seanmcdermott,,,sean,,mcdermott,,0.0,,,Sean,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Bennett Jackson,1617918649246.0,0.0,True,,,,,,,2083,Active,,,Notre Dame,27715.0,,,16396.0,,560847.0,72,,16879.0,#bennettjackson-NFL-FA-0,,9671.0,nfl,[],Raritan (NJ),['DB'],Jackson,00-0031188,,816.0,bennettjackson,,192,bennett,144ef260-a22e-45df-9bbe-52a11f9188ba,jackson,DB,8.0,30.0,1991-09-16,Bennett,,,1116852778522640384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Juron Criner,,84.0,False,,,,,,,1137,Inactive,,,Arizona,25878.0,,,14097.0,,,"6'2""",,15044.0,#juroncriner-NFL-FA-84,,,nfl,[],,['WR'],Criner,,,9999999.0,juroncriner,,220,juron,fd3ad5d6-d24d-48f9-ba9b-dddbfefbda3b,criner,WR,2.0,27.0,1989-12-12,Juron,449275.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Naquan Jones,1741915531386.0,96.0,True,,,RDE,,LAC,,7853,Active,,2.0,Michigan State,,,7984B6EBDCE9,,,943192.0,75,,,#naquanjones-NFL-LAC-96,,15243.0,nfl,[],Evanston Township (IL),['DL'],Jones,,,9999999.0,naquanjones,,313,naquan,728571c3-6651-4534-ad27-d86d72dc7d16,jones,DT,4.0,27.0,1998-02-05,Naquan,,,1113708846808854529,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Timothy McKay,,68.0,True,,,OL,,WAS,,12842,Active,,,North Carolina State,,,4C492FE0F644FEC6,,,,76,,,#timothymckay-NFL-WAS-68,,,nfl,[],Wakefield,['OG'],McKay,,,9999999.0,timothymckay,,312,timothy,2b354b70-23d3-11f0-bc60-4fa0c666c71f,mckay,OG,0.0,,,Timothy,,,1222409926832291840,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Trevor Graham,,87.0,False,,,,,,,1045,Inactive,,,North Carolina State,25779.0,,,13763.0,,,"6'0""",,14920.0,#trevorgraham-NFL-FA-87,,8101.0,nfl,[],Wakefield (NC),['WR'],Graham,,,9999999.0,trevorgraham,,180,trevor,26f82a1b-2f90-4e82-8c6b-8036912a6d20,graham,WR,8.0,31.0,1989-07-27,Trevor,463700.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Chris Campbell,1566513622457.0,35.0,True,,,,,,,5350,Active,,,Penn State,31152.0,,,20397.0,,,73,,3116159.0,#chriscampbell-NFL-FA-35,,12767.0,nfl,[],Central,['DB'],Campbell,00-0034685,,9999999.0,chriscampbell,,194,chris,6eae8044-47a4-4cd8-9c4e-6539afdf3837,campbell,CB,4.0,26.0,1995-11-27,Chris,,,1116853089953906688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Steve Longa,1587010839824.0,54.0,True,,,,,,,3563,Active,,,Rutgers,29818.0,,,18338.0,,,72,,2982803.0,#stevelonga-NFL-FA-54,,11118.0,nfl,[],Saddle Brook (NJ),['LB'],Longa,00-0032470,,9999999.0,stevelonga,,240,steve,54403340-5565-4fdb-82bf-60c9b38a9bac,longa,OLB,6.0,27.0,1994-09-29,Steve,696208.0,,1116852876107317248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8367.0,Chip Kelly,,0.0,False,,,,,,,3073,Inactive,,,,,,,17819.0,,,,,,#chipkelly-NFL-FA-0,,,nfl,[],,,Kelly,,,9999999.0,chipkelly,,,chip,,kelly,,0.0,,,Chip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Jahdae Walker,,20.0,True,,,SWR,,CHI,,13079,Active,,,Texas A&M,,,8C1843E087FE2B0A,,,,75,,,#jahdaewalker-NFL-CHI-20,,18938.0,nfl,[],Shaker Heights (OH),['WR'],Walker,,,9999999.0,jahdaewalker,,206,jahdae,46352a70-25f5-11f0-83f2-77ca9eeac893,walker,WR,0.0,,,Jahdae,,,1223391402814091264,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Jalen Wydermyer,1683216311559.0,49.0,True,,,,,,,8115,Active,,,Texas A&M,,,,,,1180333.0,77,,,#jalenwydermyer-NFL-FA-49,,15925.0,nfl,[],Dickinson (TX),['TE'],Wydermyer,,,9999999.0,jalenwydermyer,,265,jalen,9f815930-d2e9-11ec-96a0-c3471a31202c,wydermyer,TE,1.0,22.0,2000-12-20,Jalen,,,1116853468422733824,,,,ecddf0eb-faee-41cb-be1c-9d928ed793d4,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,J.T. Gray,1729118133322.0,48.0,True,,,FS,,NO,,5452,Active,,3.0,Mississippi State,31411.0,,A891B77BF60A,20559.0,,835499.0,72,,3115481.0,#jtgray-NFL-NO-48,,13106.0,nfl,[],Clarksdale (MS),['DB'],Gray,00-0034116,,9999999.0,jtgray,,202,jt,e0248ecc-27b4-4368-bf97-47a73cb41ec2,gray,DB,7.0,29.0,1996-01-18,J.T.,,,1113708687911841792,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Trevion Thompson,1595795116047.0,87.0,True,,,,,,,6248,Active,,,Clemson,32553.0,,,21179.0,,,74,,3122838.0,#trevionthompson-NFL-FA-87,,14000.0,nfl,[],Hillside (NC),['WR'],Thompson, 00-0035438,,9999999.0,trevionthompson,,205,trevion,b7225517-96d9-469a-99af-cdd286144ef9,thompson,WR,3.0,26.0,1995-11-14,Trevion,828769.0,,1116853221680218112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Tarheeb Still,1737591026825.0,29.0,True,,,NB,,LAC,,11779,Active,,1.0,Maryland,,,E7CFB5C821EF,,,1226348.0,73,,,#tarheebstill-NFL-LAC-29,,17936.0,nfl,[],Timber Creek (NJ),['DB'],Still,,,9999999.0,tarheebstill,,196,tarheeb,a28d9b86-30ec-40be-98bc-48089b23ba9c,still,DB,1.0,23.0,2002-06-09,Tarheeb,,,1113708692345221120,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Nate Wieland,,0.0,True,,,,,,,8929,Active,,,Grand View,,,,,,1059224.0,73,,,#natewieland-NFL-FA-0,,16640.0,nfl,[],,['LB'],Wieland,,,9999999.0,natewieland,,223,nate,d17ec8e0-1372-11ed-a24c-d7b1fdb34ad5,wieland,LB,1.0,24.0,1998-11-23,Nate,,,1116853550995996672,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Akeem Ayers,1525474501188.0,48.0,False,,,,,,,844,Inactive,,,UCLA,24826.0,,,12910.0,,,"6'3""",,14015.0,#akeemayers-NFL-FA-48,,7475.0,nfl,[],Verbum Dei (CA),['LB'],Ayers,00-0027977,,9999999.0,akeemayers,,255,akeem,dc30acae-b1e8-4676-959f-d3dad221c694,ayers,LB,9.0,31.0,1989-07-10,Akeem,397803.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Carl Bradford,,53.0,False,,,,,,,2134,Inactive,,,Arizona State,27649.0,,,16471.0,,,73,,16926.0,#carlbradford-NFL-FA-53,,9354.0,nfl,[],Norco (CA),['LB'],Bradford,00-0031058,,9999999.0,carlbradford,,248,carl,4bbe4348-4fe2-4787-a6c4-fd2a9ff76bac,bradford,ILB,8.0,29.0,1992-08-15,Carl,553045.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Thomas Duarte,1567203059278.0,85.0,False,,,,,,,3386,Inactive,,,UCLA,29465.0,,,18147.0,,,74,,3047558.0,#thomasduarte-NFL-FA-85,,10820.0,nfl,[],Santa Ana Mater Dei (CA),['TE'],Duarte,00-0033061,,9999999.0,thomasduarte,,241,thomas,6b56abc0-6d5a-47f2-84ea-43584ac9b288,duarte,TE,6.0,26.0,1995-03-30,Thomas,744676.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Darrius Heyward-Bey,1546629047318.0,88.0,False,,,,,,,394,Inactive,,,Maryland,9271.0,,,8771.0,,,74,,12570.0,#darriusheywardbey-NFL-FA-88,,5993.0,nfl,[],McDonogh (MD),['WR'],Heyward-Bey,00-0026983,,9999999.0,darriusheywardbey,,210,darrius,c456e060-d4d8-46cb-acf4-296edfb4f7bd,heywardbey,WR,13.0,34.0,1987-02-26,Darrius,284925.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Spencer Lanning,,4.0,False,,,,,,,1707,Inactive,,,South Carolina,25150.0,,,15603.0,,,"5'11""",,14342.0,#spencerlanning-NFL-FA-4,,,nfl,[],York Comprehensive (SC),['P'],Lanning,,,9999999.0,spencerlanning,,200,spencer,4ca3e1bb-6604-41df-b86f-4b07c758421c,lanning,P,9.0,32.0,1988-05-21,Spencer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Bayron Matos,,70.0,True,,,OL,,MIA,,12143,Active,,,South Florida,,,C30C0FBA0367,,,1386890.0,79,,,#bayronmatos-NFL-MIA-70,,,nfl,[],Hamilton Heights Christian (TN),['OL'],Matos,,,9999999.0,bayronmatos,,334,bayron,0d0dcc80-07c3-11ef-a73d-69d406ffe054,matos,OL,1.0,24.0,2000-12-08,Bayron,,,1113708735135510528,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Mitchell VanDyk,,69.0,False,,,,,,,2235,Inactive,,,Portland St,27754.0,,,16635.0,,,"6'9""",,16935.0,#mitchellvandyk-NFL-FA-69,,9780.0,nfl,[],,['OL'],VanDyk,,,9999999.0,mitchellvandyk,,290,mitchell,aa2a588f-2efa-40cf-9b51-0330c03d83b5,vandyk,OT,1.0,27.0,1991-01-02,Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7608.0,Jack Crawford,1652806247562.0,69.0,True,,,,,,,1136,Active,,,Penn State,25868.0,,,14096.0,,471940.0,77,,15090.0,#jackcrawford-NFL-FA-69,,8148.0,nfl,[],St. Augustine Prep (NJ),['DL'],Crawford,00-0029627,,9999999.0,jackcrawford,,281,jack,3a2a4022-a54c-4325-b521-e46e460559ab,crawford,DT,10.0,33.0,1988-09-07,Jack,,,1116852680577253376,,,,,,Active,,,,,,,,,,,,,,,,,,,,,,,,,
,,Zack Johnson,,69.0,True,,,OL,,SF,,7265,Active,,,North Dakota State,33227.0,,032C8D317184,22263.0,,660177.0,78,,3930912.0,#zackjohnson-NFL-SF-69,,15114.0,nfl,[],Spring Lake Park (MN),['OL'],Johnson,,,9999999.0,zackjohnson,,301,zack,80422fa0-20c3-40d8-a3e6-93f55b09b872,johnson,OL,5.0,28.0,1997-01-19,Zack,,,1116853358833958912,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Tyrique McGhee,1634101504847.0,0.0,True,,,,,,,7349,Active,,,Georgia,33257.0,,,22337.0,,,70,,4035013.0,#tyriquemcghee-NFL-FA-0,,15089.0,nfl,[],Peach County (GA),['DB'],McGhee,,,9999999.0,tyriquemcghee,,187,tyrique,22666f2a-8d3f-45ed-9cc6-3349f838291d,mcghee,DB,2.0,23.0,1998-08-11,Tyrique,,,1116853372897460224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Beniquez Brown,,0.0,True,,,,,,,3409,Active,,,Mississippi State,29721.0,,,18170.0,,,73,,2971375.0,#beniquezbrown-NFL-FA-0,,10922.0,nfl,[],Florence (AL),['LB'],Brown,,,9999999.0,beniquezbrown,,238,beniquez,13b31526-d0b1-4b41-b225-bde681a13b05,brown,OLB,9.0,31.0,1993-04-29,Beniquez,,,,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5829.0,Jared Veldheer,1702314641936.0,69.0,True,,,,,,,569,Active,,,Hillsdale,24044.0,,9F204B38FAEC,11241.0,,511351.0,80,,13302.0,#jaredveldheer-NFL-FA-69,,6545.0,nfl,[],Forest Hills (MI),"['OL', 'OT']",Veldheer,00-0027674,,9999999.0,jaredveldheer,,293,jared,52366445-a41d-4b7c-bd42-1ea4cb940695,veldheer,OT,14.0,37.0,1987-06-14,Jared,,,1116853145360662528,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Donteea Dye,1535949407546.0,15.0,False,,,,,,,2824,Inactive,,,Heidelberg,29069.0,,,17292.0,,,"6'0""",,3894952.0,#donteeadye-NFL-FA-15,,10702.0,nfl,[],Fairfield (OH),['WR'],Dye,00-0032008,,9999999.0,donteeadye,,195,donteea,81c5b714-d8ef-4fca-9dd4-cc34feb803e2,dye,WR,5.0,27.0,1993-08-20,Donteea,870722.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Jacardia Wright,,31.0,True,,,RB,,SEA,,13047,Active,,,Missouri State,,,892C910BC0EAF1D8,,,,72,,,#jacardiawright-NFL-SEA-31,,18864.0,nfl,[],St. Teresa (IL),['RB'],Wright,,,999.0,jacardiawright,,218,jacardia,42cb24b0-2556-11f0-a3b7-37e42e45b4dd,wright,RB,0.0,,,Jacardia,,,1223119598996430848,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Gabe Marks,,2.0,True,,,,,,,4508,Active,,,Washington State,30575.0,,,19380.0,,,72,,2978344.0,#gabemarks-NFL-FA-2,,11865.0,nfl,[],Venice (CA),['WR'],Marks,,,9999999.0,gabemarks,,190,gabe,3d750cde-31df-4759-915b-7725678b8885,marks,WR,5.0,27.0,1994-08-06,Gabe,652582.0,,1116852978360254464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Landon Parker,,8.0,True,,,SWR,,IND,,12820,Active,,,Troy,,,B0F316CC8A32B4CD,,,,74,,,#landonparker-NFL-IND-8,,18873.0,nfl,[],Mt. Pleasant (NC),['WR'],Parker,,,9999999.0,landonparker,,211,landon,87ced980-23ad-11f0-8915-1b9ee65b7cbd,parker,WR,0.0,25.0,1999-09-02,Landon,,,1222334426675937281,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Moubarak Djeri,1532723102406.0,0.0,True,,,,,,,4957,Active,,,No College,30969.0,,,19821.0,,,76,,4325329.0,#moubarakdjeri-NFL-FA-0,,12978.0,nfl,[],,['DL'],Djeri,,,9999999.0,moubarakdjeri,,309,moubarak,75f445e3-0fc9-45e5-8f1e-767022f0332a,djeri,DE,4.0,26.0,1995-12-30,Moubarak,,,1116853045758525440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Kadeem Telfort,,76.0,True,,,OL,,GB,,11211,Active,,,UAB,,,2D82A02979C8,,,974828.0,79,,,#kadeemtelfort-NFL-GB-76,,,nfl,[],Booker T. Washington (FL),,Telfort,,,9999999.0,kadeemtelfort,,322,kadeem,d6639a70-e90a-11ed-bc18-5b104fe8cdda,telfort,T,2.0,26.0,1998-11-10,Kadeem,,,1113708801845915648,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Undisclosed,,David Durden,1725315645396.0,85.0,True,,,,,,,11505,Active,,,West Florida,,,FBB564A1E18F,,,1118734.0,74,,,#daviddurden-NFL-FA-85,,17219.0,nfl,[],Emanuel County Institute (GA),['WR'],Durden,,Questionable,668.0,daviddurden,,200,david,2b6c0b90-f66e-11ed-823b-d335e7ef7897,durden,WR,1.0,25.0,1998-12-26,David,,,1113708851393228801,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4195.0,Lawrence Timmons,1520879401243.0,94.0,False,,,,,,,298,Inactive,,,Florida State,8269.0,,,7420.0,,,"6'1""",,10459.0,#lawrencetimmons-NFL-FA-94,,5209.0,nfl,[],Wilson (SC),['LB'],Timmons,,,9999999.0,lawrencetimmons,,242,lawrence,1f60fcb6-e6a1-4cc6-9ef7-dd5d66bf0003,timmons,LB,13.0,34.0,1986-05-14,Lawrence,281356.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Justin Manton,,0.0,True,,,,,,,2911,Active,,,Louisiana-Monroe,28954.0,,,17379.0,,,74,,2574044.0,#justinmanton-NFL-FA-0,,,nfl,[],St. Amant,['K'],Manton,,,9999999.0,justinmanton,,201,justin,9ddfda86-dcac-4f32-a93f-93d0e87099f4,manton,K,10.0,32.0,1992-06-28,Justin,591689.0,,1202954213097734144,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Drew Hartlaub,,0.0,True,,,,,,,8558,Active,,,Penn State,,,,,,1067098.0,71,,,#drewhartlaub-NFL-FA-0,,,nfl,[],South Western (PA),['DB'],Hartlaub,,,9999999.0,drewhartlaub,,180,drew,5a1990d0-ca1d-11ec-aeb5-1b91b32ddede,hartlaub,DB,1.0,25.0,1998-01-18,Drew,,,1116853496256135168,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,14060.0,Jalen Hurd,1690929610716.0,13.0,True,,,,,,,5911,Active,,,Baylor,31899.0,,,20817.0,,820517.0,77,,3115328.0,#jalenhurd-NFL-FA-13,,13631.0,nfl,[],Beech (TN),['WR'],Hurd, 00-0034971,,662.0,jalenhurd,,230,jalen,917d4304-d039-42a9-9c43-84e3786f105c,hurd,WR,4.0,27.0,1996-01-24,Jalen,820517.0,,1116853175991664640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Jalin Burrell,1560381047133.0,0.0,True,,,,,,,6232,Active,,,New Mexico,32354.0,,,21157.0,,,72,,4261170.0,#jalinburrell-NFL-FA-0,,14179.0,nfl,[],Patriot,['DB'],Burrell,,,9999999.0,jalinburrell,,195,jalin,799a7d8e-d9c6-4b5c-af8a-40fa6cb553a9,burrell,CB,3.0,25.0,1996-09-20,Jalin,,,1116853219721478144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,13140.0,Kolton Miller,1745019914549.0,74.0,True,,,OL,,LV,,4986,Active,,,UCLA,30985.0,,006417CE0299,19840.0,,840789.0,80,,3134312.0,#koltonmiller-NFL-LV-74,,12526.0,nfl,[],Roseville (CA),"['OL', 'OT']",Miller,00-0034759,,9999999.0,koltonmiller,,325,kolton,e4085e9f-ab3b-4dd6-9cb0-bf6f2bd428fd,miller,T,7.0,29.0,1995-09-02,Kolton,,,1113708773525975040,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Courtney Roby,,15.0,False,,,,,,,195,Inactive,,,Indiana,,,,5013.0,,,"6'0""",,,#courtneyroby-NFL-FA-15,,,nfl,[],,['WR'],Roby,,,9999999.0,courtneyroby,,189,courtney,19f12bbc-91e7-47c5-b9e1-482b46780f6a,roby,WR,8.0,34.0,1983-01-10,Courtney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,True,,,,,BAL,,BAL,,,,,,,,,,,,,,,,,nfl,,,['DEF'],Ravens,,,,,,,,,,DEF,,,,Baltimore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7515.0,Bruce Irvin,1704828302258.0,46.0,True,,,,,,,1242,Active,,,West Virginia,25725.0,,2E0634C8D868,14583.0,,556310.0,75,,14946.0,#bruceirvin-NFL-FA-46,,8199.0,nfl,[],Stephenson (GA),"['DL', 'LB']",Irvin,00-0029193,,9999999.0,bruceirvin,,258,bruce,6fc3f73e-9c19-41cf-aa95-df4d83e29e9e,irvin,LB,12.0,36.0,1987-11-01,Bruce,,,1116852725485666304,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Quincy Mauger,1535929010414.0,39.0,True,,,,,,,4302,Active,,,Georgia,30460.0,,,19150.0,,,72,,3043147.0,#quincymauger-NFL-FA-39,,12147.0,nfl,[],Kell (GA),['DB'],Mauger,00-0033232,,9999999.0,quincymauger,,206,quincy,450fc1ea-0709-4bf0-bb32-273e2ef70f50,mauger,SS,5.0,26.0,1995-03-04,Quincy,,,1116852948270317568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Quincy Williams,1736453740246.0,56.0,True,,,LOLB,,NYJ,,6214,Active,,1.0,Murray State,31930.0,,B41FE675FC78,21109.0,,832599.0,71,,3110565.0,#quincywilliams-NFL-NYJ-56,,13982.0,nfl,[],Wenonah (AL),['LB'],Williams, 00-0035680,,188.0,quincywilliams,,230,quincy,8227621d-ad2e-4dea-aef5-64d4f154adb2,williams,LB,6.0,28.0,1996-08-28,Quincy,,,1113708743868051456,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Tyler Ott,1736037932024.0,69.0,True,,,LS,,WAS,,1844,Active,,,Harvard,28221.0,,3A490F3075E6,16051.0,,553024.0,75,,17378.0,#tylerott-NFL-WAS-69,,10155.0,nfl,[],Jenks (OK),['LS'],Ott,00-0031156,,9999999.0,tylerott,,252,tyler,c7e51d4d-18d6-442b-850d-040411225b14,ott,LS,11.0,33.0,1992-02-28,Tyler,553024.0,,1113708699844636672,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Jovan Swann,1622603157721.0,0.0,True,,,,,,,8067,Active,,,Indiana,,,,,,924023.0,74,,,#jovanswann-NFL-FA-0,,15776.0,nfl,[],Center Grove (IN),['DL'],Swann,,,,jovanswann,,271,jovan,6e967bff-11af-4b5e-bf72-a22e6162c08a,swann,DE,1.0,,,Jovan,,,1116853461367914496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
